UNITID,INSTNM,ADDR,CITY,STABBR.x,ZIP,SECTOR,ICLEVEL,UGOFFER,GROFFER,HDEGOFR1,DEGGRANT,HBCU,HOSPITAL,MEDICAL,TRIBAL,LOCALE,OPENPUBL,ACT,DEATHYR,CYACTIVE,PSET4FLG,CARNEGIE,LANDGRNT,INSTSIZE,F1SYSTYP,F1SYSNAM,DVADM01,DVADM02,DVADM03,DVADM04,DVADM05,DVADM06,DVADM07,DVADM08,DVADM09,DVADM10,DVADM11,DVADM12,ENRTOT,ENRFT,ENRPT,PCTENRWH,PCTENRBK,PCTENRHS,PCTENRAP,PCTENRAS,PCTENRNH,PCTENRAN,PCTENR2M,PCTENRUN,PCTENRNR,PCTENRW,PCTFT1ST,EFUG,EFUG1ST,EFUGTRN,EFUGCNT,EFUGNDG,PCUENRWH,PCUENRBK,PCUENRHS,PCUENRAP,PCUENRAS,PCUENRNH,PCUENRAN,PCUENR2M,PCUENRUN,PCUENRNR,PCUENRW,EFGRAD,PCGENRWH,PCGENRBK,PCGENRHS,PCGENRAP,PCGENRAS,PCGENRNH,PCGENRAN,PCGENR2M,PCGENRUN,PCGENRNR,PCGENRW,DVEF13,DVEF14,DVEF15,DVEF16,RMINSTTP,RMOUSTTP,RMFRGNCP,RMUNKNWP,PCTDEEXC,PCTDESOM,PCTDENON,PCUDEEXC,PCUDESOM,PCUDENON,PCGDEEXC,PCGDESOM,PCGDENON,GRRTTOT,GRRTM,GRRTW,GRRTAN,GRRTAP,GRRTAS,GRRTNH,GRRTBK,GRRTHS,GRRTWH,GRRT2M,GRRTUN,GRRTNR,TRRTTOT,GBA4RTT,GBA5RTT,GBA6RTT,GBA6RTM,GBA6RTW,GBA6RTAN,GBA6RTAP,GBA6RTAS,GBA6RTNH,GBA6RTBK,GBA6RTHS,GBA6RTWH,GBA6RT2M,GBA6RTUN,GBA6RTNR,GBATRRT,PGGRRTT,PGBA6RT,SSGRRTT,SSBA6RT,NRGRRTT,NRBA6RT,SALTOTL,SALPROF,SALASSC,SALASST,SALINST,SALLECT,SALNRNK,SFTETOTL,SFTEINST,SFTERSRC,SFTEPBSV,SFTELCA,SFTEOTIS,SFTEMNGM,SFTEBFO,SFTECES,SFTECLAM,SFTEHLTH,SFTEOTHR,SFTESRVC,SFTESALE,SFTEOFAS,SFTENRCM,SFTEPTMM,TUFEYR0,TUFEYR1,TUFEYR2,TUFEYR3,CINDON,CINSON,COTSON,CINDOFF,CINSOFF,COTSOFF,CINDFAM,CINSFAM,COTSFAM,GRCOHRT,UGENTERN,PGRCOHRT,RET_PCF,RET_PCP,STUFACR,SCFA1N,SCFA11N,SCFA12N,SCFA13N,SCFA14N,SCFA2,SCFY1N,SCFY2,ANYAIDP,FGRNT_P,FGRNT_A,SGRNT_P,SGRNT_A,IGRNT_P,IGRNT_A,LOAN_P,LOAN_A,UAGRNTT,AGRNT_P,AGRNT_A,PGRNT_P,PGRNT_A,OFGRT_P,OFGRT_A,FLOAN_P,FLOAN_A,OLOAN_P,OLOAN_A,UAGRNTP,UAGRNTA,UPGRNTP,UPGRNTT,UPGRNTA,UFLOANP,UFLOANT,UFLOANA,AGRNT_T,FGRNT_T,PGRNT_T,OFGRT_T,SGRNT_T,IGRNT_T,LOAN_T,FLOAN_T,OLOAN_T,AIDFSIN,AIDFSIP,SCFY11N,SCFY11P,SCFY12N,SCFY12P,SCFY13N,SCFY13P,SCFY14N,SCFY14P,SCUGFFP,GRNTN2,GRNTON2,GRNTWF2,GRNTOF2,GRNTUN2,GRNTT2,GRNTA2,GRN4N2,GRN4ON2,GRN4WF2,GRN4OF2,GRN4UN2,GRN4T2,GRN4A2,GRN4N12,GRN4T12,GRN4A12,GRN4N22,GRN4T22,GRN4A22,GRN4N32,GRN4T32,GRN4A32,GRN4N42,GRN4T42,GRN4A42,GRN4N52,GRN4T52,GRN4A52,NPGRN2,GRN4G2,GRN4G12,GRN4G22,GRN4G32,GRN4G42,GRN4G52,IPEDS_LONGITUDE,IPEDS_LATITUDE,STABBR.y,mean_impervious
198561,Gardner-Webb University,Main St,Boiling Springs,NC,28017-0997,2,1,1,1,12,1,2,2,2,2,32,1,A,-2,1,1,21,2,2,2,-2,48,47,49,20,21,19,20,21,19,0,0,0,3598,1854,1744,62,21,3,1,1,0,1,1,11,0,68,20,2036,409,237,1364,26,65,14,4,1,1,0,1,2,13,0,64,1562,58,30,2,1,1,0,1,1,7,0,73,,,,,63,33,3,0,31,18,51,27,24,50,36,11,53,53,46,59,33,0,0,,38,63,59,,46,100,,44,52,53,46,59,33,0,0,,38,63,59,,46,100,,43,43,50,50,64,64,62156,69175,63344,59566,46800,37500,,507,219,0,0,6,14,46,12,7,95,6,102,40,0,62,0,0,28280,29810,30700,32000,46420,46420,46420,42200,42200,42200,39200,39200,39200,408,672,61,76,,11,381,,,,,2215,,,100,41,4896,44,5039,100,20392,60,7261,33648850,100,24552,41,4568,6,2425,59,5395,9,12363,92,16462,45,4127286,4111,67,10207374,6897,9354399,758948,708033,50915,846524,7748927,1648220,1203164,445056,381,100,,,,,,,,,17,381,350,26,5,0,9354399,24552,263,238,21,4,0,6269000,23837,74,1901842,25701,49,1358305,27721,49,1165843,23793,47,983551,20927,44,859459,19533,19197,263,74,49,49,47,44,-81.668141,35.24732,NC,34.3540724
198570,Gaston College,201 Hwy 321 S,Dallas,NC,28034,4,2,1,2,40,1,2,-2,2,2,22,1,A,-2,1,1,40,2,3,1,North Carolina Community College System,,,,,,,,,,,,,5362,1430,3932,66,14,8,1,1,0,0,0,10,0,65,6,5362,1477,631,3153,101,66,14,8,1,1,0,0,0,10,0,65,0,,,,,,,,,,,,,,,,99,1,0,0,29,28,42,29,28,42,,,,31,38,25,0,100,100,,21,39,31,,23,,21,,,,,,,,,,,,,,,,,30,,,,32,,53474,,,,,,53474,512,237,0,0,8,59,44,14,28,0,0,122,22,0,70,27,3,2562,2562,2704,2704,,,,14015,14015,20159,13885,13885,20029,336,2138,16,70,44,19,321,0,319,2,0,5556,,,72,64,5330,19,1539,2,871,0,,9241575,69,5372,63,5275,8,872,0,,0,,43,3849,37,7842073,3768,0,0,,1187164,1087405,1065605,21800,95404,4355,0,0,0,221,69,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-81.18852,35.312048,NC,39.33408578
198598,Greensboro College,815 W Market St,Greensboro,NC,27401-1875,2,1,1,1,20,1,2,2,2,2,11,1,A,-2,1,1,31,2,2,2,-2,44,47,42,21,23,18,21,23,18,0,0,0,1026,794,232,45,26,8,1,1,0,1,5,13,0,53,20,900,181,68,506,145,50,29,4,1,1,0,1,6,10,0,50,126,10,5,40,4,4,0,1,2,38,1,75,8,79,13,0,79,20,1,0,2,18,80,2,10,88,0,76,24,40,33,49,50,0,0,,25,60,47,33,0,,11,33,38,38,32,46,50,0,0,,25,40,44,33,0,,11,29,29,,,51,48,55595,62086,54404,46121,45836,,55802,174,70,0,0,3,10,12,9,3,35,6,26,12,0,14,0,0,26900,28000,29120,29140,42440,42440,42440,41740,41740,41740,31740,31740,31740,180,322,56,60,,10,223,,,,,902,,,100,51,4637,48,4580,100,15091,83,7991,7460148,100,19660,51,4245,16,1232,82,5455,16,13644,85,9765,45,958854,2362,71,2338037,3647,4364423,524033,479683,44350,490080,3350310,1470279,992756,477523,222,100,,,,,,,,,25,222,196,26,0,0,4364423,19660,207,182,25,0,0,4144613,20022,92,1959720,21301,24,533888,22245,28,677818,24208,27,527142,19524,36,446045,12390,21507,207,92,24,28,27,36,-79.800232,36.071082,NC,59.24943567
198613,Guilford College,5800 W Friendly Avenue,Greensboro,NC,27410-4108,2,1,1,1,20,1,2,2,2,2,11,1,A,-2,1,1,31,2,2,2,-2,64,63,66,17,20,15,17,20,15,0,0,0,1576,1393,183,54,24,9,5,5,0,1,4,2,1,51,23,1567,360,71,983,153,54,25,9,5,5,0,1,4,2,1,51,9,67,22,11,0,0,0,0,0,0,0,67,,,,,71,28,1,0,0,0,100,0,0,100,0,0,100,59,54,65,,67,67,,44,72,62,33,,50,,51,59,59,54,65,,67,67,,44,72,62,33,,50,,53,53,57,57,67,67,53681,66936,53422,47984,34211,,,310,121,0,0,7,42,32,16,10,34,3,45,8,0,18,19,0,34150,34150,35718,37120,52770,52770,52770,54570,54570,54570,41570,41570,41570,358,458,78,68,100,12,342,,,,,1680,,,100,48,5016,46,4793,99,20615,69,6643,28613915,100,25113,47,4602,23,936,68,5685,5,14249,80,21306,39,2868427,4406,59,6690631,6806,8588660,817591,745502,72089,762075,7008994,1561213,1318987,242226,342,100,,,,,,,,,20,342,324,8,4,6,8588660,25113,260,250,4,3,3,6983853,26861,93,2729791,29353,40,1164211,29105,47,1282887,27295,36,864864,24024,44,942100,21411,25419,260,93,40,47,36,44,-79.887737,36.094233,NC,25.64067797
198622,Guilford Technical Community College,601 E. Main Street,Jamestown,NC,27282,4,2,1,2,40,1,2,-2,2,2,22,1,A,-2,1,1,40,2,4,1,North Carolina Community College System,,,,,,,,,,,,,10520,4316,6204,41,37,9,5,5,0,1,2,3,1,58,8,10520,2052,1288,6948,232,41,37,9,5,5,0,1,2,3,1,58,0,,,,,,,,,,,,11,50,39,0,99,1,0,0,19,23,57,19,23,57,,,,22,22,21,0,33,34,0,12,27,26,19,23,26,10,,,,,,,,,,,,,,,,,19,,27,,26,,55507,,,,,,55507,874,460,0,0,9,77,58,11,28,27,0,204,57,15,108,21,3,2064,2176,2167,2319,,,,17668,17668,23044,10270,10270,15646,864,3453,25,53,43,18,875,0,820,55,0,9992,,,77,65,4754,21,1489,5,912,33,5498,42808379,74,4653,65,4726,2,890,33,5492,0,3750,63,6749,52,19469432,3753,33,20784859,6221,3014928,2695723,2679699,16024,279993,39212,1611047,1603547,7500,648,74,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-79.92062,35.99846,NC,32.04932735
198640,Halifax Community College,100 College Drive,Weldon,NC,27890,4,2,1,2,40,1,2,-2,2,2,41,1,A,-2,1,1,40,2,1,1,North Carolina Community College System,,,,,,,,,,,,,996,432,564,38,50,3,1,1,0,3,1,5,0,63,14,996,193,33,379,391,38,50,3,1,1,0,3,1,5,0,63,0,,,,,,,,,,,,,,,,97,3,0,0,20,42,37,20,42,37,,,,27,40,7,25,67,67,,34,100,24,0,0,,19,,,,,,,,,,,,,,,,,19,,,,37,,43505,,,,,,43505,185,92,0,0,4,9,18,4,4,19,0,35,10,0,22,3,0,2436,2564,2564,2608,,,,10758,10758,16902,7158,7158,13302,138,351,39,64,31,11,135,0,133,2,0,1113,,,60,55,5637,10,1378,4,2915,1,4000,3538570,59,5708,55,5579,9,356,0,,1,4000,60,5258,55,3048570,4989,0,0,,450969,417101,412826,4275,19293,14575,4000,0,4000,79,59,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-77.617681,36.427712,NC,17.93318233
198668,Haywood Community College,185 Freedlander Drive,Clyde,NC,28721-9901,4,2,1,2,40,1,2,-2,2,2,21,1,A,-2,1,1,40,2,2,1,North Carolina Community College System,,,,,,,,,,,,,1627,574,1053,84,5,4,1,1,0,2,1,3,0,61,10,1627,237,159,647,584,84,5,4,1,1,0,2,1,3,0,61,0,,,,,,,,,,,,24,40,35,0,100,0,0,0,39,33,28,39,33,28,,,,24,29,20,33,,,,0,0,24,100,,,19,,,,,,,,,,,,,,,,,26,,,,21,,51114,,,,,,51114,246,119,0,0,2,8,34,7,9,5,0,62,34,0,23,5,0,2410,2538,2574,2580,,,,18062,18062,24206,9069,9069,15213,162,702,23,63,46,13,124,0,121,3,0,1654,,,59,41,6768,15,2224,13,1040,2,5717,5636209,58,5612,41,6760,2,200,0,,2,5717,54,6312,36,3930872,6607,0,0,,404080,345180,344780,400,42260,16640,11433,0,11433,72,58,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-82.927918,35.525905,NC,19.90796857
198677,Heritage Bible College,494 Antioch Church Road,Dunn,NC,28334,2,1,1,2,30,1,2,2,2,2,41,1,A,-2,1,1,51,2,1,2,-2,,,,,,,,,,,,,32,23,9,63,31,3,3,0,3,0,0,0,0,56,0,32,1,4,27,0,63,31,3,3,0,3,0,0,0,0,56,0,,,,,,,,,,,,0,19,77,3,100,0,0,0,100,0,0,100,0,0,,,,50,100,33,,,,,0,,67,,,,,0,33,33,,33,,,,,0,,50,,,,,50,33,,,,,23115,28025,,,15750,,,12,7,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,9168,9170,8328,8328,,,,23326,23326,23326,12728,12728,12728,,,,80,33,3,5,,,,,42,,,100,100,5732,0,,80,325,80,5563,188293,100,5992,100,5592,60,233,80,5563,0,,95,4707,69,155125,5349,71,254632,8488,29960,28660,27960,700,0,1300,22250,22250,0,5,100,,,,,,,,,12,5,,3,1,1,29960,5992,5,,3,1,1,29960,5992,5,29960,5992,0,0,,0,0,,0,0,,0,0,,9386,5,5,0,0,0,0,-78.664467,35.307392,NC,4.319727891
198695,High Point University,One University Parkway,High Point,NC,27268,2,1,1,1,11,1,2,2,2,2,12,1,A,-2,1,1,32,2,3,2,-2,77,74,79,18,22,16,18,22,16,0,0,0,5137,5045,92,75,6,5,2,2,0,0,5,3,2,59,31,4545,1423,62,3013,47,77,5,5,2,2,0,0,6,2,3,57,592,60,16,3,6,6,0,0,3,10,1,69,,,,,27,72,1,0,0,1,99,0,2,98,0,0,100,65,60,68,25,67,64,100,44,61,67,50,47,56,,59,64,65,60,68,25,67,64,100,44,61,67,50,47,56,,57,57,70,70,64,64,68110,93049,73057,64962,46745,,,906,362,0,0,5,22,123,28,44,128,9,185,92,4,64,2,23,32430,33405,34005,35118,52998,52998,52998,50618,50618,50618,39118,39118,39118,1423,1529,93,81,,14,1111,,,,,4467,,,88,12,4751,8,4736,85,10474,50,11693,40155760,85,11588,12,4424,5,856,49,5384,13,25876,77,11680,11,2076662,4354,43,12263597,6367,10950274,646138,601613,44525,416810,9887326,6536514,2939690,3596824,974,88,,,,,,,,,25,945,925,20,0,0,10950274,11588,596,580,16,0,0,7070235,11863,65,1073401,16514,40,747624,18691,55,805050,14637,75,1090972,14546,361,3353188,9289,39229,567,65,40,55,75,332,-79.994675,35.972035,NC,45.52714932
198710,Isothermal Community College,286 ICC Loop Road,Spindale,NC,28160-0804,4,2,1,2,40,1,2,-2,2,2,32,1,A,-2,1,1,40,2,2,1,North Carolina Community College System,,,,,,,,,,,,,1941,742,1199,74,10,6,1,1,0,0,3,6,0,60,13,1941,321,57,795,768,74,10,6,1,1,0,0,3,6,0,60,0,,,,,,,,,,,,35,40,25,0,100,0,0,0,28,40,32,28,40,32,,,,21,21,21,,,,,11,9,22,22,50,25,28,,,,,,,,,,,,,,,,,19,,,,26,,53895,,,,,,53895,259,109,1,1,3,29,36,9,5,15,0,51,20,3,24,3,1,2486,2542,2542,2542,,,,20191,20191,26335,8392,8392,14536,243,687,35,51,45,13,242,0,237,4,1,1877,,,71,49,6232,20,1828,32,3294,0,,5893534,71,6316,48,6284,3,919,0,,0,,52,6076,47,3277166,3711,0,0,,1080091,735378,728945,6433,87765,256948,0,0,0,171,71,,,,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-81.911857,35.336728,NC,22.88135593
198729,James Sprunt Community College,133 James Sprunt Drive,Kenansville,NC,28349,4,2,1,2,40,1,2,-2,2,2,42,1,A,-2,1,1,40,2,2,1,North Carolina Community College System,,,,,,,,,,,,,1113,334,779,47,25,22,1,1,0,1,1,1,2,67,4,1113,71,61,771,210,47,25,22,1,1,0,1,1,1,2,67,0,,,,,,,,,,,,34,43,23,0,93,0,7,0,34,42,24,34,42,24,,,,28,28,28,,,,,6,33,43,0,0,0,13,,,,,,,,,,,,,,,,,19,,,,57,,47598,,,,,,47598,196,64,0,0,1,32,24,7,6,16,0,46,10,2,32,2,0,2374,2502,2542,2570,,,,14788,14788,20932,9496,9496,15640,42,249,17,70,39,10,125,0,125,0,0,1219,,,94,92,7148,42,1208,7,1914,2,3250,6159126,92,7855,92,7088,29,191,0,,2,3250,67,7557,61,5624935,7530,0,0,,903269,822000,815108,6892,64047,17222,6500,0,6500,115,92,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-77.977639,34.946802,NC,13.09183673
198756,Johnson C Smith University,100 Beatties Ford Road,Charlotte,NC,28216-5398,2,1,1,1,20,1,1,2,2,2,11,1,A,-2,1,1,32,2,2,2,-2,46,46,46,12,15,10,12,15,10,0,0,0,1565,1499,66,1,85,3,0,0,0,0,1,8,1,63,24,1480,350,112,1018,0,1,85,3,0,0,0,0,1,8,1,61,85,2,92,0,0,0,0,1,0,5,0,92,3,80,17,0,53,46,1,0,4,0,96,4,0,96,0,0,100,36,31,39,100,40,25,100,31,60,33,17,34,100,10,25,34,36,31,39,100,40,25,100,31,60,33,17,34,100,10,28,28,39,39,67,67,57648,72828,59049,56086,45245,,,308,116,0,1,8,9,60,5,12,19,2,76,22,0,45,8,1,18236,18236,18236,18236,32136,32136,32136,32136,32136,32136,25036,25036,25036,349,462,76,69,33,12,336,,,,,1394,,,93,74,5487,42,4770,66,8139,84,6905,15845292,88,13046,74,5160,21,1178,83,6649,2,9823,94,12151,75,5435852,5202,87,9675063,7996,3848510,1360894,1279594,81300,672550,1815066,1940196,1861615,78581,312,93,,,,,,,,,24,295,277,4,7,7,3848510,13046,299,288,3,7,1,3601798,12046,159,2201993,13849,51,666211,13063,51,483505,9480,18,146264,8126,20,103825,5191,18991,282,159,51,47,13,12,-80.857251,35.243033,NC,40.40203851
198774,Johnston Community College,245 College Road,Smithfield,NC,27577-2350,4,2,1,2,40,1,2,-2,2,2,41,1,A,-2,1,1,40,2,2,1,North Carolina Community College System,,,,,,,,,,,,,4047,1355,2692,64,13,15,1,1,0,1,2,4,1,63,9,4047,623,208,1938,1278,64,13,15,1,1,0,1,2,4,1,63,0,,,,,,,,,,,,,,,,100,0,0,0,21,28,50,21,28,50,,,,39,45,33,0,0,0,0,46,36,39,70,13,20,20,,,,,,,,,,,,,,,,,28,,,,48,,57567,,,,,,57567,445,170,0,0,4,87,41,14,17,14,0,98,44,0,46,8,0,2401,2529,2657,2657,,,,18956,18956,25100,9850,9850,15994,345,1435,24,54,48,15,399,0,394,5,0,4152,,,60,49,5125,20,1889,4,1178,2,6463,7319369,57,5073,49,5073,5,567,0,,2,6463,35,5044,31,5971971,4713,0,0,,1161704,994302,984102,10200,147371,20031,38775,0,38775,232,58,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-78.332293,35.501418,NC,25.72624434
198808,Lees-McRae College,191 Main Street,Banner Elk,NC,28604,2,1,1,1,20,1,2,2,2,2,42,1,A,-2,1,1,31,2,1,2,-2,57,64,54,27,30,24,27,30,24,0,0,0,966,915,51,72,8,7,1,1,0,1,1,7,3,66,23,966,222,160,570,14,72,8,7,1,1,0,1,1,7,3,66,0,,,,,,,,,,,,0,78,22,0,58,38,4,0,27,0,73,27,0,73,,,,37,35,40,,,,,25,0,50,,33,80,,34,37,37,35,40,,,,,25,0,50,,33,80,,37,37,39,39,36,36,47116,60045,46696,43719,41370,,,179,78,0,0,4,12,13,7,4,32,6,23,10,0,13,0,0,24854,25648,25878,25878,42800,42800,42800,45160,45160,45160,34082,34082,34082,222,395,56,67,,12,208,,,,,921,,,100,50,5274,47,5226,100,14658,75,7061,13409947,100,19733,50,4930,7,2536,74,6248,7,9701,96,15118,51,2077365,4383,76,4573961,6497,4104377,543260,507760,35500,512180,3048937,1101515,956000,145515,208,100,,,,,,,,,23,208,198,8,2,0,4104377,19733,171,163,6,2,0,3573485,20898,56,1344654,24012,32,752280,23509,29,608160,20971,31,558866,18028,23,309525,13458,22356,171,56,32,29,31,23,-81.873371,36.162477,NC,21.92446449
198817,Lenoir Community College,231 Highway 58 South,Kinston,NC,28502-0188,4,2,1,2,40,1,2,-2,2,2,32,1,A,-2,1,1,40,2,2,2,-2,,,,,,,,,,,,,2693,909,1784,57,27,11,1,1,0,0,2,0,1,61,5,2693,230,153,1138,1172,57,27,11,1,1,0,0,2,0,1,61,0,,,,,,,,,,,,32,38,30,0,100,0,0,0,40,32,28,40,32,28,,,,19,24,15,20,100,100,,8,39,24,50,,0,42,,,,,,,,,,,,,,,,,14,,,,30,,46046,,,,,,46046,323,167,0,33,3,2,16,1,9,10,0,82,21,0,61,0,0,2423,2551,2557,2558,,,,15824,15824,21968,9460,9460,15604,145,903,16,60,42,15,228,0,220,8,0,2861,,,78,61,7953,19,1928,27,982,2,8455,9292713,78,6974,61,7637,30,642,0,,2,8455,45,7288,31,6566974,7505,0,0,,1241324,1097525,1053898,43627,82916,60883,33818,0,33818,178,78,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-77.571532,35.234405,NC,37.10556186
198835,Lenoir-Rhyne University,625 7th Avenue NE,Hickory,NC,28601,2,1,1,1,14,1,2,2,2,2,13,1,A,-2,1,1,32,2,2,2,-2,74,73,75,14,17,13,13,17,11,1,0,1,2700,2077,623,65,10,6,1,1,0,1,3,10,3,64,27,1825,538,110,1051,126,65,11,7,2,2,0,0,4,7,4,60,875,63,10,3,1,1,0,1,3,17,2,74,8,87,5,0,79,17,4,0,11,29,60,5,36,60,24,17,60,50,44,55,100,57,57,,47,13,52,45,50,25,,39,49,50,44,55,100,57,57,,47,13,52,45,50,25,,41,41,51,51,64,64,69171,77844,70632,63892,57755,,,357,177,0,0,7,37,24,22,0,50,6,34,10,0,24,0,0,32140,33730,35350,36400,52920,52920,52920,52920,52920,52920,40410,40410,40410,500,746,67,68,92,13,384,,,,,1699,,,100,52,5209,60,5233,100,24580,72,6153,38483260,100,30400,52,4878,5,3283,71,5574,3,12675,87,26108,41,3086299,4466,62,7374229,6983,11673660,1031411,965761,65650,1203488,9438761,1692006,1527231,164775,384,100,,,,,,,,,23,384,309,69,6,0,11673660,30400,310,245,59,6,0,9058856,29222,102,3263235,31993,46,1340309,29137,66,1895898,28726,49,1329632,27135,47,1229782,26166,18927,310,102,46,66,49,47,-81.327598,35.739968,NC,39.50900901
198862,Livingstone College,701 W Monroe St,Salisbury,NC,28144,2,1,1,2,30,1,1,2,2,2,22,1,A,-2,1,1,32,2,2,2,-2,42,41,42,13,16,11,13,16,11,0,0,0,1148,1139,9,2,83,0,0,0,0,0,3,12,0,50,33,1148,377,65,706,0,2,83,0,0,0,0,0,3,12,0,50,0,,,,,,,,,,,,,,,,69,30,1,0,0,0,100,0,0,100,,,,24,20,32,,,,,23,100,50,25,29,,,16,23,24,20,32,,,,,23,100,50,25,29,,,23,23,34,34,20,20,46052,47345,49950,47362,43546,,,210,66,0,0,4,17,12,22,7,21,1,60,18,0,40,0,2,17244,17764,17763,18296,28390,28390,28390,26287,26287,26287,21596,21596,21596,377,442,85,50,0,16,368,,,,,1142,,,99,83,5142,58,4620,69,4959,89,6814,11897812,96,10751,82,5029,11,1398,89,6697,1,15074,96,10866,84,4825089,5047,91,8232949,7909,3816614,1563319,1508813,54506,988645,1264650,2235001,2189779,45222,363,99,,,,,,,,,32,355,343,4,1,7,3816614,10751,343,334,3,1,5,3558027,10373,222,2453874,11053,55,553420,10062,41,407078,9929,21,138155,6579,4,5500,1375,16826,335,222,55,39,17,2,-80.483956,35.670877,NC,33.06418919
198871,Louisburg College,501 N. Main St.,Louisburg,NC,27549-2399,5,2,1,2,40,1,2,-2,2,2,31,1,A,-2,1,1,40,2,1,2,-2,86,86,87,39,41,35,39,41,35,0,0,0,594,591,3,17,58,0,0,0,0,1,7,16,1,35,55,594,327,56,211,0,17,58,0,0,0,0,1,7,16,1,35,0,,,,,,,,,,,,1,98,1,0,83,17,1,0,0,0,100,0,0,100,,,,30,25,40,29,60,50,100,21,0,47,33,40,,46,,,,,,,,,,,,,,,,,26,,80,,0,,41454,56962,45671,41684,38055,,,129,38,0,0,1,0,13,2,3,30,1,41,11,0,24,6,0,17346,18007,18581,18581,32409,32409,32409,27800,27800,27800,20642,20642,20642,327,383,85,46,7,11,346,,,,,624,,,100,81,2594,72,2492,99,3073,92,6004,8112353,100,6950,81,2594,0,,92,5901,2,4660,99,13169,76,1224274,2567,89,3212774,5789,2397860,728865,728865,0,617925,1051070,1903320,1870700,32620,345,100,,,,,,,,,55,345,325,20,0,0,2397860,6950,331,312,19,0,0,2355061,7115,184,1414718,7689,64,484413,7569,44,304170,6913,21,85610,4077,18,66150,3675,24777,331,184,64,44,21,18,-78.29898,36.105035,NC,16.81044268
198899,Mars Hill University,100 Athletic St,Mars Hill,NC,28754,2,1,1,1,20,1,2,2,2,2,21,1,A,-2,1,1,32,2,2,2,-2,57,58,57,23,27,19,23,27,19,0,0,0,1154,1088,66,60,19,6,2,2,0,2,4,4,5,54,23,1132,264,56,810,2,60,19,6,2,2,0,2,4,4,5,54,22,73,9,5,0,0,0,9,0,5,0,68,,,,,65,14,5,16,0,4,96,0,4,96,0,0,100,39,34,46,30,0,0,,25,40,46,,36,50,45,29,38,39,34,46,30,0,0,,25,40,46,,36,50,45,34,34,48,48,43,43,46964,51910,47911,46578,39964,28800,,307,111,0,0,13,17,23,7,6,47,5,78,37,3,27,11,0,29382,30534,31804,32968,44460,44460,44460,44360,44360,44360,34768,34768,34768,264,322,82,63,,9,353,,,,,1263,,,100,63,4507,66,4833,98,21452,79,7504,28460389,100,27126,63,4362,3,2666,79,5428,15,10967,98,23008,61,3299984,4253,76,7085098,7419,9575447,1000457,968461,31996,1130992,7443998,2101025,1519799,581226,353,100,,,,,,,,,28,353,324,20,3,6,9575447,27126,304,298,5,1,0,8353303,27478,83,2417050,29121,98,2606016,26592,54,1524393,28230,47,1358958,28914,22,446886,20313,15976,304,83,98,54,47,22,-82.551827,35.82752,NC,22.75760992
198905,Martin Community College,1161 Kehukee Pk Rd,Williamston,NC,27892-9988,4,2,1,2,40,1,2,-2,2,2,41,1,A,-2,1,1,40,2,1,1,North Carolina Community College System,,,,,,,,,,,,,800,237,563,50,25,2,1,1,0,0,0,22,0,65,6,800,65,39,160,536,50,25,2,1,1,0,0,0,22,0,65,0,,,,,,,,,,,,61,27,13,0,98,0,2,0,54,37,9,54,37,9,,,,18,25,15,,,,,0,,29,,21,,,,,,,,,,,,,,,,,,,21,,,,16,,48758,,,,,,48758,142,65,0,0,1,12,22,2,6,5,0,29,6,1,18,3,1,1838,1862,1886,1886,,,,14086,14086,18694,10536,10536,15144,49,289,17,63,28,12,35,0,35,0,0,837,,,80,80,5116,43,851,11,500,29,8990,1050474,80,5643,80,5006,29,306,0,,29,8990,28,4508,28,1024474,4397,0,0,,158000,143237,140177,3060,12763,2000,89898,0,89898,28,80,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-77.094913,35.836304,NC,19.76610169
